ID,Date,FuelType,UnitSP,UnitNet,UnitCP,UnitProfit,QtySold,ValSold,Net,Profit
319,10.06.2016,Unleaded,132.9,108.0,102.3,5.8,6482,8615,7004,374.70
320,10.06.2016,Diesel,115.9,94.2,88.9,5.3,10382,12033,9783,549.98
321,11.06.2016,Unleaded,132.9,108.0,101.3,6.8,6745,8965,7288,456.12
322,11.06.2016,Diesel,115.9,94.2,88.9,5.3,9443,10945,8898,500.18
323,12.06.2016,Unleaded,132.9,108.0,101.3,6.8,5026,6679,5430,339.80
324,12.06.2016,Diesel,115.9,94.2,88.9,5.3,7862,9112,7408,416.52
325,13.06.2016,Unleaded,132.9,108.0,101.3,6.8,4117,5471,4448,278.41
326,13.06.2016,Diesel,115.9,94.2,88.9,5.3,9388,10880,8846,497.20
327,14.06.2016,Unleaded,132.9,108.0,102.3,5.8,5164,6864,5580,298.64
328,14.06.2016,Diesel,115.9,94.2,88.9,5.3,10382,12033,9783,549.86
329,15.06.2016,Unleaded,132.9,108.0,101.4,6.6,5536,7358,5982,366.06
330,15.06.2016,Diesel,115.9,94.2,90.8,3.4,10484,12151,9879,359.18
331,16.06.2016,Unleaded,132.9,108.0,101.4,6.6,6365,8459,6877,420.76
332,16.06.2016,Diesel,115.9,94.2,90.8,3.4,10729,12435,10110,367.63
333,17.06.2016,Unleaded,132.9,108.0,101.1,6.9,6930,9210,7488,480.92
334,17.06.2016,Diesel,115.9,94.2,89.2,5.0,12758,14786,12021,637.47
335,18.06.2016,Unleaded,132.9,108.0,101.1,6.9,6056,8048,6543,420.23
336,18.06.2016,Diesel,115.9,94.2,89.2,5.0,8793,10191,8285,439.41
337,19.06.2016,Unleaded,132.9,108.0,102.3,5.8,5656,7517,6111,325.85
338,19.06.2016,Diesel,115.9,94.2,90.0,4.2,7833,9078,7381,331.07
339,20.06.2016,Unleaded,132.9,108.0,102.3,5.8,5089,6764,5499,293.20
340,20.06.2016,Diesel,115.9,94.2,90.0,4.2,9514,11026,8964,402.04
341,21.06.2016,Unleaded,132.9,108.0,102.3,5.8,5104,6783,5515,293.98
342,21.06.2016,Diesel,115.9,94.2,90.0,4.2,9889,11462,9318,417.94
343,22.06.2016,Unleaded,132.9,108.0,102.3,5.8,5457,7253,5897,314.42
344,22.06.2016,Diesel,115.9,94.2,90.0,4.2,9305,10785,8768,393.31
345,23.06.2016,Unleaded,132.9,108.0,100.4,7.7,6268,8330,6772,480.76
346,23.06.2016,Diesel,115.9,94.2,88.1,6.1,10367,12015,9768,634.11
347,24.06.2016,Unleaded,132.9,108.0,100.4,7.7,6884,9149,7438,528.00
348,24.06.2016,Diesel,115.9,94.2,88.1,6.1,11100,12865,10459,678.93
349,25.06.2016,Unleaded,132.9,108.0,102.3,5.8,5142,6834,5556,296.21
350,25.06.2016,Diesel,115.9,94.2,90.0,4.2,7180,8321,6765,303.40
351,26.06.2016,Unleaded,132.9,108.0,102.3,5.8,4293,5706,4639,247.34
352,26.06.2016,Diesel,115.9,94.2,90.0,4.2,7015,8130,6610,296.45
353,27.06.2016,Unleaded,132.9,108.0,101.3,6.8,5296,7038,5722,360.22
354,27.06.2016,Diesel,115.9,94.2,88.6,5.6,10895,12627,10266,608.69
355,28.06.2016,Unleaded,132.9,108.0,101.3,6.8,4802,6381,5188,326.62
356,28.06.2016,Diesel,115.9,94.2,88.6,5.6,10409,12063,9808,581.44
357,29.06.2016,Unleaded,132.9,108.0,101.3,6.8,5206,6919,5626,354.13
358,29.06.2016,Diesel,115.9,94.2,88.6,5.6,10747,12455,10126,600.45
359,30.06.2016,Unleaded,132.9,108.0,101.3,6.8,6693,8896,7232,455.13
360,30.06.2016,Diesel,115.9,94.2,88.6,5.6,10455,12117,9851,584.05
361,01.07.2016,Unleaded,132.9,108.0,100.7,7.4,7382,9811,7977,544.93
362,01.07.2016,Diesel,115.9,94.2,88.3,5.9,11446,13265,10785,674.98
363,02.07.2016,Unleaded,132.9,108.0,97.6,10.4,6213,8257,6713,647.43
364,02.07.2016,Diesel,115.9,94.2,87.6,6.7,10049,11647,9469,669.95
365,03.07.2016,Unleaded,132.9,108.0,97.6,10.4,5794,7700,6260,603.69
366,03.07.2016,Diesel,115.9,94.2,87.6,6.7,8268,9583,7791,551.25
367,04.07.2016,Unleaded,132.9,108.0,97.6,10.4,4908,6523,5303,511.49
368,04.07.2016,Diesel,115.9,94.2,87.6,6.7,9324,10807,8786,621.65
369,05.07.2016,Unleaded,132.9,108.0,100.7,7.4,5542,7366,5989,409.13
370,05.07.2016,Diesel,115.9,94.2,88.3,5.9,10026,11620,9447,591.27
371,06.07.2016,Unleaded,132.9,108.0,100.7,7.4,5579,7415,6028,411.81
372,06.07.2016,Diesel,115.9,94.2,88.3,5.9,10045,11642,9465,592.35
373,07.07.2016,Unleaded,132.9,108.0,100.7,7.4,6305,8380,6813,465.36
374,07.07.2016,Diesel,115.9,94.2,88.3,5.9,10427,12084,9825,614.78
375,08.07.2016,Unleaded,132.9,108.0,99.3,8.8,6816,9059,7365,599.17
376,08.07.2016,Diesel,115.9,94.2,88.3,5.9,9246,10717,8713,545.25
377,09.07.2016,Unleaded,132.9,108.0,99.3,8.8,5310,7057,5738,466.79
378,09.07.2016,Diesel,115.9,94.2,88.3,5.9,8686,10067,8185,512.20
379,10.07.2016,Unleaded,132.9,108.0,97.5,10.6,5278,7015,5703,558.97
380,10.07.2016,Diesel,115.9,94.2,89.5,4.8,7493,8685,7061,356.48
381,11.07.2016,Unleaded,132.9,108.0,97.5,10.6,4571,6075,4939,484.17
382,11.07.2016,Diesel,115.9,94.2,89.5,4.8,9195,10657,8664,437.45
385,12.07.2016,Unleaded,132.9,108.0,97.6,10.4,4346,5776,4696,452.85
386,12.07.2016,Diesel,115.9,94.2,87.6,6.7,9105,10553,8580,606.94
387,13.07.2016,Unleaded,132.9,108.0,97.6,10.4,5156,6852,5571,537.36
388,13.07.2016,Diesel,115.9,94.2,87.6,6.7,9547,11065,8996,636.47
389,14.07.2016,Unleaded,130.0,105.7,97.6,8.1,6877,8943,7271,556.77
390,14.07.2016,Diesel,113.1,92.0,87.6,4.4,12692,14354,11670,556.68
391,15.07.2016,Unleaded,129.9,105.6,97.4,8.2,6642,8627,7014,542.42
392,15.07.2016,Diesel,112.9,91.8,87.3,4.5,12452,14059,11430,564.11
393,16.07.2016,Unleaded,129.9,105.6,97.4,8.2,5318,6908,5616,434.11
394,16.07.2016,Diesel,112.9,91.8,87.3,4.5,10304,11634,9458,466.94
395,17.07.2016,Unleaded,129.9,105.6,97.4,8.2,5690,7391,6009,465.16
396,17.07.2016,Diesel,112.9,91.8,86.2,5.6,8395,9478,7706,472.81
397,18.07.2016,Unleaded,129.9,105.6,97.4,8.2,5123,6655,5410,418.74
398,18.07.2016,Diesel,112.9,91.8,86.2,5.6,9062,10232,8319,510.41
399,19.07.2016,Unleaded,129.9,105.6,97.4,8.2,4913,6381,5188,401.00
400,19.07.2016,Diesel,112.9,91.8,87.3,4.5,9916,11195,9102,449.32
401,20.07.2016,Unleaded,129.9,105.6,97.4,8.2,4566,5932,4822,372.86
402,20.07.2016,Diesel,112.9,91.8,87.3,4.5,10351,11687,9502,469.03
403,21.07.2016,Unleaded,129.9,105.6,97.4,8.2,5620,7300,5935,459.29
404,21.07.2016,Diesel,112.9,91.8,86.2,5.6,11488,12970,10545,646.93
405,22.07.2016,Unleaded,129.9,105.6,97.4,8.2,6420,8340,6780,524.83
406,22.07.2016,Diesel,112.9,91.8,86.2,5.6,10547,11908,9682,594.00
407,23.07.2016,Unleaded,129.9,105.6,97.4,8.2,5983,7772,6319,489.14
408,23.07.2016,Diesel,112.9,91.8,86.2,5.6,9884,11160,9073,556.66
409,24.07.2016,Unleaded,128.3,104.4,97.4,6.9,5585,7169,5828,386.27
410,24.07.2016,Diesel,111.3,90.5,86.2,4.4,8660,9643,7840,378.59
411,25.07.2016,Unleaded,127.9,104.0,97.4,6.6,5512,7050,5732,361.04
412,25.07.2016,Diesel,110.9,90.2,86.2,4.0,10818,11998,9754,433.05
413,26.07.2016,Unleaded,127.9,104.0,97.5,6.5,4661,5961,4846,303.78
414,26.07.2016,Diesel,110.9,90.2,87.2,2.9,11610,12876,10468,339.45
415,27.07.2016,Unleaded,127.9,104.0,97.5,6.5,5688,7275,5914,370.75
416,27.07.2016,Diesel,110.9,90.2,87.2,2.9,10955,12150,9878,320.32
417,28.07.2016,Unleaded,127.9,104.0,97.5,6.5,6559,8388,6820,427.51
418,28.07.2016,Diesel,110.9,90.2,87.2,2.9,12343,13688,11129,360.88
419,29.07.2016,Unleaded,127.9,104.0,97.5,6.5,7466,9548,7763,486.75
420,29.07.2016,Diesel,110.9,90.2,87.2,2.9,12693,14077,11445,371.15
421,30.07.2016,Unleaded,127.9,104.0,97.5,6.5,6184,7909,6430,403.15
422,30.07.2016,Diesel,110.9,90.2,87.2,2.9,10929,12120,9854,319.51
423,31.07.2016,Unleaded,127.9,104.0,97.5,6.5,4904,6272,5099,319.67
424,31.07.2016,Diesel,110.9,90.2,87.2,2.9,8676,9621,7822,253.71
425,01.08.2016,Unleaded,127.9,104.0,96.2,7.8,4734,6055,4923,368.79
426,01.08.2016,Diesel,110.9,90.2,84.9,5.3,8785,9742,7921,465.92
427,02.08.2016,Unleaded,127.9,104.0,96.2,7.8,4458,5702,4635,347.20
428,02.08.2016,Diesel,110.9,90.2,84.9,5.3,11399,12641,10278,604.46
429,03.08.2016,Unleaded,127.9,104.0,96.2,7.8,5001,6396,5200,389.43
430,03.08.2016,Diesel,110.9,90.2,84.9,5.3,10133,11237,9136,537.34
431,04.08.2016,Unleaded,127.9,104.0,96.2,7.8,5493,7025,5711,427.79
432,04.08.2016,Diesel,110.9,90.2,84.9,5.3,12170,13497,10973,645.38
433,05.08.2016,Unleaded,126.2,102.6,95.4,7.2,6424,8110,6594,462.39
434,05.08.2016,Diesel,110.9,90.2,83.5,6.6,12967,14381,11692,861.47
435,06.08.2016,Unleaded,125.9,102.4,95.4,6.9,6379,8031,6530,441.03
436,06.08.2016,Diesel,110.9,90.2,83.5,6.6,9360,10380,8439,621.76
437,07.08.2016,Unleaded,125.9,102.4,95.4,6.9,5815,7320,5952,402.10
438,07.08.2016,Diesel,110.9,90.2,83.5,6.6,7105,7880,6406,472.03
439,08.08.2016,Unleaded,125.9,102.4,95.4,6.9,4833,6085,4947,334.19
440,08.08.2016,Diesel,110.9,90.2,83.5,6.6,10568,11719,9528,701.94
441,09.08.2016,Unleaded,125.9,102.4,96.1,6.2,5163,6500,5284,322.37
442,09.08.2016,Diesel,110.9,90.2,84.0,6.1,10105,11206,9111,620.76
443,10.08.2016,Unleaded,125.9,102.4,96.1,6.2,5639,7099,5772,352.11
444,10.08.2016,Diesel,110.9,90.2,84.0,6.1,10487,11630,9455,644.31
445,11.08.2016,Unleaded,125.9,102.4,96.1,6.2,6269,7892,6416,391.43
446,11.08.2016,Diesel,110.9,90.2,84.0,6.1,10909,12098,9835,670.08
447,12.08.2016,Unleaded,125.9,102.4,96.1,6.2,6903,8690,7065,431.01
448,12.08.2016,Diesel,110.9,90.2,84.0,6.1,11671,12943,10523,717.02
449,13.08.2016,Unleaded,125.9,102.4,96.1,6.2,6394,8050,6544,399.25
450,13.08.2016,Diesel,110.9,90.2,84.0,6.1,10337,11464,9320,635.07
451,14.08.2016,Unleaded,125.9,102.4,96.1,6.2,5376,6768,5502,335.69
452,14.08.2016,Diesel,110.9,90.2,84.0,6.1,8552,9484,7711,525.47
453,15.08.2016,Unleaded,125.9,102.4,96.1,6.3,5408,6809,5536,337.80
454,15.08.2016,Diesel,110.9,90.2,84.0,6.1,10148,11254,9150,623.49
455,16.08.2016,Unleaded,125.9,102.4,96.2,6.1,5426,6831,5554,332.22
456,16.08.2016,Diesel,110.9,90.2,85.9,4.3,8788,9746,7924,378.21
457,17.08.2016,Unleaded,125.9,102.4,96.2,6.1,5544,6980,5675,339.41
458,17.08.2016,Diesel,110.9,90.2,85.9,4.3,10149,11255,9151,436.83
459,18.08.2016,Unleaded,125.9,102.4,96.2,6.1,6017,7575,6158,368.44
460,18.08.2016,Diesel,110.9,90.2,85.9,4.3,10736,11907,9680,462.01
461,19.08.2016,Unleaded,125.9,102.4,96.2,6.1,6019,7577,6160,368.52
462,19.08.2016,Diesel,110.9,90.2,85.9,4.3,10671,11835,9622,459.35
463,20.08.2016,Unleaded,125.9,102.4,97.4,4.9,5683,7155,5817,279.75
464,20.08.2016,Diesel,110.9,90.2,87.7,2.5,10266,11385,9256,256.01
465,21.08.2016,Unleaded,125.9,102.4,97.4,4.9,5254,6614,5377,258.67
466,21.08.2016,Diesel,110.9,90.2,87.7,2.5,8292,9196,7476,206.71
467,22.08.2016,Unleaded,125.9,102.4,97.4,4.9,4795,6037,4908,236.10
468,22.08.2016,Diesel,110.9,90.2,87.7,2.5,9530,10569,8593,237.68
469,23.08.2016,Unleaded,125.9,102.4,98.5,3.9,4906,6176,5022,191.10
470,23.08.2016,Diesel,113.1,91.9,88.6,3.4,9070,10255,8338,305.00
471,24.08.2016,Unleaded,125.9,102.4,98.5,3.9,5280,6647,5404,205.69
472,24.08.2016,Diesel,113.9,92.6,88.6,4.0,9636,10975,8923,389.21
473,25.08.2016,Unleaded,127.0,103.2,98.2,5.1,6182,7851,6383,313.73
474,25.08.2016,Diesel,113.9,92.6,88.8,3.8,10215,11635,9459,383.94
475,26.08.2016,Unleaded,127.9,104.0,98.2,5.8,6696,8564,6962,389.02
476,26.08.2016,Diesel,113.9,92.6,88.8,3.8,10970,12494,10158,412.34
477,27.08.2016,Unleaded,127.9,104.0,98.2,5.8,6166,7886,6411,358.08
478,27.08.2016,Diesel,113.9,92.6,88.8,3.8,10312,11745,9549,387.56
479,28.08.2016,Unleaded,127.9,104.0,96.1,7.9,4799,6137,4990,377.60
480,28.08.2016,Diesel,113.9,92.6,85.9,6.7,8677,9882,8034,584.70
481,29.08.2016,Unleaded,127.9,104.0,96.1,7.9,4276,5469,4446,336.44
482,29.08.2016,Diesel,113.9,92.6,85.9,6.7,9968,11353,9230,671.64
483,30.08.2016,Unleaded,127.9,104.0,99.0,5.0,4741,6063,4929,234.63
484,30.08.2016,Diesel,113.9,92.6,88.7,3.9,9721,11072,9001,378.01
485,31.08.2016,Unleaded,127.9,104.0,99.0,5.0,5362,6858,5575,265.32
486,31.08.2016,Diesel,113.9,92.6,88.7,3.9,9925,11304,9191,385.97
487,01.09.2016,Unleaded,127.9,104.0,99.1,4.9,5451,6971,5667,264.30
488,01.09.2016,Diesel,113.9,92.6,88.6,4.0,11455,13047,10607,462.67
489,02.09.2016,Unleaded,127.9,104.0,99.1,4.9,7063,9032,7343,342.33
490,02.09.2016,Diesel,113.9,92.6,88.6,4.0,12345,14060,11431,498.57
491,03.09.2016,Unleaded,127.9,104.0,99.1,4.9,5058,6469,5260,245.22
492,03.09.2016,Diesel,113.9,92.6,88.6,4.0,9112,10379,8438,368.01
493,04.09.2016,Unleaded,127.9,104.0,99.1,4.9,4841,6191,5034,234.63
494,04.09.2016,Diesel,113.9,92.6,88.7,3.9,6904,7863,6393,268.44
495,05.09.2016,Unleaded,127.9,104.0,99.1,4.9,5040,6446,5241,244.44
496,05.09.2016,Diesel,113.9,92.6,88.7,3.9,9730,11082,9010,378.42
497,06.09.2016,Unleaded,127.9,104.0,97.4,6.6,5001,6396,5200,327.46
498,06.09.2016,Diesel,113.9,92.6,87.4,5.2,10240,11663,9482,534.42
499,07.09.2016,Unleaded,127.9,104.0,97.4,6.6,5540,7085,5761,362.79
500,07.09.2016,Diesel,113.9,92.6,87.4,5.2,11694,13319,10828,610.27
501,08.09.2016,Unleaded,127.9,104.0,97.4,6.6,4647,5944,4832,304.27
502,08.09.2016,Diesel,113.9,92.6,87.4,5.2,10322,11756,9558,538.65
503,09.09.2016,Unleaded,127.9,104.0,97.4,6.6,5988,7658,6226,392.10
504,09.09.2016,Diesel,113.9,92.6,87.4,5.2,10577,12047,9794,551.97
505,10.09.2016,Unleaded,127.9,104.0,97.3,6.7,5654,7231,5879,377.01
506,10.09.2016,Diesel,113.9,92.6,87.7,4.9,9596,10929,8886,473.93
507,11.09.2016,Unleaded,127.9,104.0,97.3,6.7,4702,6013,4889,313.53
508,11.09.2016,Diesel,113.9,92.6,87.7,4.9,7899,8997,7315,390.12
509,12.09.2016,Unleaded,127.9,104.0,97.3,6.7,4582,5860,4764,305.53
510,12.09.2016,Diesel,113.9,92.6,87.7,4.9,9706,11054,8987,479.37
511,13.09.2016,Unleaded,127.9,104.0,99.0,4.9,4489,5741,4668,221.66
512,13.09.2016,Diesel,113.9,92.6,88.1,4.5,9776,11135,9053,440.78
513,14.09.2016,Unleaded,127.9,104.0,99.0,4.9,4938,6315,5134,243.79
514,14.09.2016,Diesel,113.9,92.6,88.1,4.5,9791,11151,9066,441.46
515,15.09.2016,Unleaded,127.9,104.0,99.0,4.9,5437,6954,5653,268.47
516,15.09.2016,Diesel,113.9,92.6,88.1,4.5,11653,13273,10791,525.44
517,16.09.2016,Unleaded,127.9,104.0,99.0,4.9,5746,7349,5975,283.76
518,16.09.2016,Diesel,113.9,92.6,88.1,4.5,10238,11661,9480,461.59
519,17.09.2016,Unleaded,127.9,104.0,97.4,6.6,5210,6663,5417,341.18
520,17.09.2016,Diesel,113.9,92.6,87.7,4.9,9599,10933,8889,474.06
521,18.09.2016,Unleaded,127.9,104.0,98.2,5.8,4543,5811,4724,261.19
522,18.09.2016,Diesel,113.9,92.6,87.0,5.6,8654,9857,8013,483.65
523,19.09.2016,Unleaded,127.9,104.0,98.2,5.8,4961,6345,5158,285.16
524,19.09.2016,Diesel,113.9,92.6,87.0,5.6,9996,11385,9256,558.68
525,20.09.2016,Unleaded,127.9,104.0,98.2,5.8,4844,6196,5037,278.50
526,20.09.2016,Diesel,113.9,92.6,87.0,5.6,9494,10814,8792,530.59
527,21.09.2016,Unleaded,127.9,104.0,98.2,5.8,4854,6208,5047,279.06
528,21.09.2016,Diesel,113.9,92.6,87.0,5.6,9869,11241,9139,551.57
529,22.09.2016,Unleaded,127.9,104.0,98.2,5.8,5944,7602,6180,341.65
530,22.09.2016,Diesel,113.9,92.6,87.0,5.6,10784,12282,9986,602.70
531,23.09.2016,Unleaded,127.9,104.0,98.2,5.8,5886,7528,6120,338.40
532,23.09.2016,Diesel,113.9,92.6,87.0,5.6,11472,13066,10623,641.13
533,24.09.2016,Unleaded,127.9,104.0,98.2,5.8,5130,6561,5334,294.97
534,24.09.2016,Diesel,113.9,92.6,87.0,5.6,9265,10552,8579,517.76
535,25.09.2016,Unleaded,127.9,104.0,98.2,5.8,5057,6467,5258,290.59
536,25.09.2016,Diesel,113.9,92.6,87.0,5.6,9641,10981,8928,538.81
537,26.09.2016,Unleaded,127.9,104.0,98.4,5.6,4201,5372,4368,235.60
538,26.09.2016,Diesel,113.9,92.6,88.2,4.4,10036,11431,9293,438.48
539,27.09.2016,Unleaded,127.9,104.0,98.4,5.6,4770,6100,4960,267.40
540,27.09.2016,Diesel,113.9,92.6,88.2,4.4,8958,10202,8295,391.34
541,28.09.2016,Unleaded,127.9,104.0,98.4,5.6,4967,6352,5164,278.52
542,28.09.2016,Diesel,113.9,92.6,88.2,4.4,9827,11192,9099,429.28
543,29.09.2016,Unleaded,127.9,104.0,98.4,5.6,5935,7591,6171,332.84
544,29.09.2016,Diesel,113.9,92.6,88.2,4.4,11562,13169,10706,505.13
545,30.09.2016,Unleaded,127.9,104.0,98.2,5.8,6266,8014,6515,360.22
546,30.09.2016,Diesel,113.9,92.6,87.9,4.7,11478,13073,10628,539.30
547,01.10.2016,Unleaded,127.9,104.0,98.2,5.8,5695,7284,5922,327.34
578,01.10.2016,Diesel,113.9,92.6,87.9,4.7,10685,12169,9894,502.02
579,02.10.2016,Unleaded,127.9,104.0,98.2,5.8,5620,7188,5844,323.01
580,02.10.2016,Diesel,113.9,92.6,87.9,4.7,10515,11976,9736,494.04
581,03.10.2016,Unleaded,127.9,104.0,98.2,5.8,5073,6488,5275,291.66
582,03.10.2016,Diesel,113.9,92.6,87.9,4.7,12111,13793,11214,569.02
583,04.10.2016,Unleaded,127.9,104.0,98.2,5.8,4956,6339,5154,284.93
584,04.10.2016,Diesel,113.9,92.6,87.9,4.7,11818,13461,10944,555.31
585,05.10.2016,Unleaded,127.9,104.0,99.0,5.0,4504,5760,4683,224.18
586,05.10.2016,Diesel,113.9,92.6,88.7,3.9,13414,15278,12421,526.97
587,06.10.2016,Unleaded,127.9,104.0,99.0,5.0,6055,7744,6296,301.38
588,06.10.2016,Diesel,115.6,94.0,88.7,5.3,11301,13063,10620,599.26
589,07.10.2016,Unleaded,127.9,104.0,99.0,5.0,6760,8646,7029,336.60
590,07.10.2016,Diesel,116.9,95.0,88.7,6.4,10991,12849,10446,700.21
591,08.10.2016,Unleaded,127.9,104.0,99.0,5.0,6179,7903,6425,307.74
592,08.10.2016,Diesel,116.9,95.0,87.9,7.1,9433,11027,8965,673.42
593,09.10.2016,Unleaded,127.9,104.0,99.0,5.0,5167,6608,5372,257.22
594,09.10.2016,Diesel,116.9,95.0,87.9,7.1,8086,9452,7685,577.37
595,10.10.2016,Unleaded,127.9,104.0,99.0,5.0,5469,6994,5686,272.14
596,10.10.2016,Diesel,116.9,95.0,87.9,7.1,11052,12920,10504,789.17
597,11.10.2016,Unleaded,127.9,104.0,101.1,2.9,5063,6475,5264,145.67
598,11.10.2016,Diesel,116.9,95.0,91.6,3.4,10582,12371,10058,365.16
599,12.10.2016,Unleaded,127.9,104.0,101.1,2.9,5401,6908,5616,155.39
600,12.10.2016,Diesel,116.9,95.0,91.6,3.4,10442,12207,9925,360.29
601,13.10.2016,Unleaded,127.9,104.0,101.1,2.9,6054,7742,6295,174.30
602,13.10.2016,Diesel,116.9,95.0,91.6,3.4,11429,13361,10863,394.35
603,14.10.2016,Unleaded,127.9,104.0,101.1,2.9,7323,9365,7614,210.82
604,14.10.2016,Diesel,116.9,95.0,91.6,3.4,12387,14480,11772,427.36
605,15.10.2016,Unleaded,127.9,104.0,101.1,2.9,6365,8140,6618,183.28
606,15.10.2016,Diesel,116.9,95.0,91.6,3.4,10860,12695,10321,374.70
607,16.10.2016,Unleaded,127.9,104.0,101.1,2.9,4991,6383,5189,143.59
608,16.10.2016,Diesel,116.9,95.0,91.6,3.4,9609,11232,9132,331.59
609,17.10.2016,Unleaded,129.3,105.1,101.1,4.0,5311,6867,5583,213.01
610,17.10.2016,Diesel,118.2,96.1,91.6,4.5,9594,11343,9222,435.14
611,18.10.2016,Unleaded,129.9,105.6,101.0,4.6,4878,6336,5151,226.50
612,18.10.2016,Diesel,118.9,96.7,92.3,4.4,10292,12237,9949,450.73
613,19.10.2016,Unleaded,129.9,105.6,101.0,4.6,5626,7308,5941,261.25
614,19.10.2016,Diesel,118.9,96.7,92.3,4.4,10334,12287,9989,452.55
615,20.10.2016,Unleaded,129.9,105.6,101.0,4.6,6509,8455,6874,302.31
616,20.10.2016,Diesel,118.9,96.7,92.3,4.4,11031,13116,10663,483.05
617,21.10.2016,Unleaded,129.9,105.6,101.0,4.6,6376,8282,6733,296.10
618,21.10.2016,Diesel,118.9,96.7,92.3,4.4,11787,14016,11395,516.13
619,22.10.2016,Unleaded,129.9,105.6,101.0,4.6,6525,8475,6890,303.12
620,22.10.2016,Diesel,118.9,96.7,92.3,4.4,10022,11916,9688,438.90
621,23.10.2016,Unleaded,129.9,105.6,101.0,4.6,5336,6931,5635,247.82
622,23.10.2016,Diesel,118.9,96.7,92.3,4.4,8125,9661,7854,355.80
623,24.10.2016,Unleaded,129.9,105.6,101.0,4.6,4916,6385,5191,224.84
624,24.10.2016,Diesel,118.9,96.7,92.4,4.2,10058,11959,9723,427.30
625,25.10.2016,Unleaded,129.9,105.6,100.9,4.7,4780,6209,5048,223.40
626,25.10.2016,Diesel,118.9,96.7,93.0,3.6,8983,10681,8684,326.02
627,26.10.2016,Unleaded,129.9,105.6,100.9,4.7,5340,6937,5640,249.57
628,26.10.2016,Diesel,118.9,96.7,93.0,3.6,10081,11987,9745,365.86
629,27.10.2016,Unleaded,129.9,105.6,100.9,4.7,6382,8290,6740,298.38
630,27.10.2016,Diesel,118.9,96.7,93.0,3.6,11965,14227,11567,434.30
631,28.10.2016,Unleaded,129.9,105.6,100.9,4.7,6320,8209,6674,295.49
632,28.10.2016,Diesel,119.4,97.1,93.0,4.0,12761,15240,12390,516.67
633,29.10.2016,Unleaded,129.9,105.6,100.9,4.7,6126,7957,6469,286.43
634,29.10.2016,Diesel,119.9,97.5,93.0,4.4,9520,11414,9280,422.91
635,30.10.2016,Uneaded,129.9,105.6,100.9,4.7,5798,7531,6123,271.10
636,30.10.2016,Diesel,119.9,97.5,92.5,4.9,8568,10273,8352,423.46
637,31.10.2016,Unleaded,129.9,105.6,100.9,4.7,5536,7191,5846,258.83
638,31.10.2016,Diesel,119.9,97.5,92.5,4.9,6986,8377,6810,345.27
639,01.11.2016,Unleaded,129.9,105.6,100.8,4.8,5783,7511,6107,277.72
640,01.11.2016,Diesel,119.9,97.5,92.5,4.9,10377,12442,10116,512.87
641,02.11.2016,Unleaded,129.9,105.6,100.8,4.8,6020,7819,6357,289.22
642,02.11.2016,Diesel,119.9,97.5,92.5,4.9,10707,12838,10437,529.13
643,03.11.2016,Unleaded,129.9,105.6,100.8,4.8,6398,8311,6757,307.45
644,03.11.2016,Diesel,119.9,97.5,92.5,4.9,12067,14469,11764,596.43
645,04.11.2016,Unleaded,129.9,105.6,99.8,5.8,6295,8176,6647,367.78
646,04.11.2016,Diesel,119.9,97.5,91.1,6.4,11958,14338,11657,763.17
647,05.11.2016,Unleaded,129.9,105.6,99.8,5.8,6421,8341,6781,375.37
648,05.11.2016,Diesel,119.9,97.5,91.1,6.4,9535,11432,9294,608.53
649,06.11.2016,Unleaded,129.9,105.6,97.3,8.3,6344,8240,6699,524.27
650,06.11.2016,Diesel,119.9,97.5,93.8,3.7,9210,11043,8978,343.74
651,07.11.2016,Unleaded,129.9,105.6,97.3,8.3,5208,6764,5500,430.34
652,07.11.2016,Diesel,119.9,97.5,93.8,3.7,10380,12447,10119,387.42
653,09.11.2016,Unleaded,129.9,105.6,98.2,7.4,9653,12539,10194,711.90
654,09.11.2016,Diesel,119.9,97.5,87.9,9.6,18735,22464,18264,1795.29
655,10.11.2016,Unleaded,129.9,105.6,99.0,6.6,6473,8408,6835,427.00
656,10.11.2016,Diesel,119.9,97.5,88.8,8.7,12699,15227,12379,1100.05
657,11.11.2016,Unleaded,129.9,105.6,99.0,6.6,6741,8756,7119,444.55
658,11.11.2016,Diesel,119.9,97.5,88.8,8.7,10705,12836,10436,927.38
659,12.11.2016,Unleaded,129.9,105.6,97.3,8.3,6821,8860,7203,563.84
660,12.11.2016,Diesel,119.9,97.5,88.5,8.9,10777,12922,10506,963.73
661,13.11.2016,Unleaded,129.9,105.6,97.3,8.3,5657,7348,5974,467.54
662,13.11.2016,Diesel,119.9,97.5,88.5,8.9,9610,11523,9369,859.40
663,14.11.2016,Unleaded,129.9,105.6,97.3,8.3,4714,6123,4978,389.53
664,14.11.2016,Diesel,119.9,97.5,88.5,8.9,10670,12794,10401,954.10
665,15.11.2016,Unleaded,129.9,105.6,97.3,8.3,4924,6395,5200,406.90
666,15.11.2016,Diesel,119.9,97.5,88.5,8.9,10334,12391,10074,924.14
667,16.11.2016,Unleaded,129.9,105.6,97.3,8.3,5776,7502,6100,477.31
668,16.11.2016,Diesel,119.9,97.5,88.5,8.9,10519,12613,10254,940.61
669,17.11.2016,Unleaded,129.9,105.6,97.3,8.3,5967,7750,6301,493.13
670,17.11.2016,Diesel,119.9,97.5,88.5,8.9,11192,13419,10910,1000.85
